Image_Name,Folder,Fault_Type,Severity,ActionTaken,ResolutionStatus,Cost,Downtime_Days,RepairStartDate,RepairEndDate
274.bmp,A50,Stator fault,50,Component Replacement,Resolved,6320,3,2024-02-25,2024-02-28
275.bmp,A50,Stator fault,50,Component Replacement,Resolved,6855,2,2024-01-19,2024-01-21
276.bmp,A50,Stator fault,50,Component Replacement,Resolved,5624,1,2024-02-27,2024-02-28
277.bmp,A50,Stator fault,50,Component Replacement,Resolved,6188,2,2024-02-29,2024-03-02
278.bmp,A50,Stator fault,50,Component Replacement,Resolved,3941,2,2024-03-24,2024-03-26
279.bmp,A50,Stator fault,50,Component Replacement,Resolved,3515,2,2024-01-17,2024-01-19
280.bmp,A50,Stator fault,50,Component Replacement,Resolved,7403,1,2024-02-11,2024-02-12
281.bmp,A50,Stator fault,50,Component Replacement,Resolved,5140,1,2024-04-07,2024-04-08
282.bmp,A50,Stator fault,50,Component Replacement,Resolved,5392,2,2024-02-15,2024-02-17
283.bmp,A50,Stator fault,50,Component Replacement,Resolved,4482,1,2024-02-07,2024-02-08
284.bmp,A50,Stator fault,50,Component Replacement,Resolved,6159,3,2024-03-13,2024-03-16
285.bmp,A50,Stator fault,50,Component Replacement,Resolved,4798,2,2024-04-03,2024-04-05
286.bmp,A50,Stator fault,50,Component Replacement,Resolved,6406,2,2024-04-02,2024-04-04
287.bmp,A50,Stator fault,50,Component Replacement,Resolved,6716,2,2024-02-22,2024-02-24
288.bmp,A50,Stator fault,50,Component Replacement,Resolved,7232,1,2024-02-26,2024-02-27
289.bmp,A50,Stator fault,50,Component Replacement,Resolved,4090,3,2024-04-06,2024-04-09
290.bmp,A50,Stator fault,50,Component Replacement,Resolved,4852,2,2024-01-26,2024-01-28
f068.bmp,Fan,Cooling fan fault,0,Monitoring Only,Monitoring,0,0,2024-03-18,2024-03-18
f069.bmp,Fan,Cooling fan fault,0,Monitoring Only,Monitoring,0,0,2024-04-08,2024-04-08
f070.bmp,Fan,Cooling fan fault,0,Monitoring Only,Monitoring,0,0,2024-01-14,2024-01-14
f071.bmp,Fan,Cooling fan fault,0,Monitoring Only,Monitoring,0,0,2024-02-29,2024-02-29
f072.bmp,Fan,Cooling fan fault,0,Monitoring Only,Monitoring,0,0,2024-02-28,2024-02-28
f073.bmp,Fan,Cooling fan fault,0,Monitoring Only,Monitoring,0,0,2024-04-07,2024-04-07
f074.bmp,Fan,Cooling fan fault,0,Monitoring Only,Monitoring,0,0,2024-02-12,2024-02-12
f075.bmp,Fan,Cooling fan fault,0,Monitoring Only,Monitoring,0,0,2024-02-14,2024-02-14
f076.bmp,Fan,Cooling fan fault,0,Monitoring Only,Monitoring,0,0,2024-01-24,2024-01-24
f077.bmp,Fan,Cooling fan fault,0,Monitoring Only,Monitoring,0,0,2024-01-23,2024-01-23
f078.bmp,Fan,Cooling fan fault,0,Monitoring Only,Monitoring,0,0,2024-03-27,2024-03-27
f079.bmp,Fan,Cooling fan fault,0,Monitoring Only,Monitoring,0,0,2024-01-19,2024-01-19
f080.bmp,Fan,Cooling fan fault,0,Monitoring Only,Monitoring,0,0,2024-01-09,2024-01-09
f081.bmp,Fan,Cooling fan fault,0,Monitoring Only,Monitoring,0,0,2024-03-20,2024-03-20
f082.bmp,Fan,Cooling fan fault,0,Monitoring Only,Monitoring,0,0,2024-02-08,2024-02-08
f083.bmp,Fan,Cooling fan fault,0,Monitoring Only,Monitoring,0,0,2024-02-10,2024-02-10
f084.bmp,Fan,Cooling fan fault,0,Monitoring Only,Monitoring,0,0,2024-02-07,2024-02-07
f085.bmp,Fan,Cooling fan fault,0,Monitoring Only,Monitoring,0,0,2024-01-07,2024-01-07
f086.bmp,Fan,Cooling fan fault,0,Monitoring Only,Monitoring,0,0,2024-03-26,2024-03-26
f087.bmp,Fan,Cooling fan fault,0,Monitoring Only,Monitoring,0,0,2024-01-31,2024-01-31
f088.bmp,Fan,Cooling fan fault,0,Monitoring Only,Monitoring,0,0,2024-02-11,2024-02-11
f089.bmp,Fan,Cooling fan fault,0,Monitoring Only,Monitoring,0,0,2024-02-12,2024-02-12
f090.bmp,Fan,Cooling fan fault,0,Monitoring Only,Monitoring,0,0,2024-02-28,2024-02-28
f091.bmp,Fan,Cooling fan fault,0,Monitoring Only,Monitoring,0,0,2024-04-04,2024-04-04
f092.bmp,Fan,Cooling fan fault,0,Monitoring Only,Monitoring,0,0,2024-02-29,2024-02-29
f093.bmp,Fan,Cooling fan fault,0,Monitoring Only,Monitoring,0,0,2024-03-13,2024-03-13
f094.bmp,Fan,Cooling fan fault,0,Monitoring Only,Monitoring,0,0,2024-03-19,2024-03-19
f095.bmp,Fan,Cooling fan fault,0,Monitoring Only,Monitoring,0,0,2024-02-14,2024-02-14
002.bmp,Noload,Healthy,0,No action,No issue,0,0,2024-04-10,2024-04-10
003.bmp,Noload,Healthy,0,No action,No issue,0,0,2024-02-05,2024-02-05
004.bmp,Noload,Healthy,0,No action,No issue,0,0,2024-02-18,2024-02-18
005.bmp,Noload,Healthy,0,No action,No issue,0,0,2024-01-27,2024-01-27
006.bmp,Noload,Healthy,0,No action,No issue,0,0,2024-02-06,2024-02-06
007.bmp,Noload,Healthy,0,No action,No issue,0,0,2024-02-12,2024-02-12
008.bmp,Noload,Healthy,0,No action,No issue,0,0,2024-04-10,2024-04-10
009.bmp,Noload,Healthy,0,No action,No issue,0,0,2024-02-15,2024-02-15
010.bmp,Noload,Healthy,0,No action,No issue,0,0,2024-01-03,2024-01-03
011.bmp,Noload,Healthy,0,No action,No issue,0,0,2024-01-07,2024-01-07
012.bmp,Noload,Healthy,0,No action,No issue,0,0,2024-01-15,2024-01-15
013.bmp,Noload,Healthy,0,No action,No issue,0,0,2024-03-11,2024-03-11
014.bmp,Noload,Healthy,0,No action,No issue,0,0,2024-01-26,2024-01-26
015.bmp,Noload,Healthy,0,No action,No issue,0,0,2024-04-08,2024-04-08
016.bmp,Noload,Healthy,0,No action,No issue,0,0,2024-04-01,2024-04-01
017.bmp,Noload,Healthy,0,No action,No issue,0,0,2024-04-01,2024-04-01
018.bmp,Noload,Healthy,0,No action,No issue,0,0,2024-01-19,2024-01-19
019.bmp,Noload,Healthy,0,No action,No issue,0,0,2024-02-15,2024-02-15
020.bmp,Noload,Healthy,0,No action,No issue,0,0,2024-03-07,2024-03-07
021.bmp,Noload,Healthy,0,No action,No issue,0,0,2024-02-16,2024-02-16
022.bmp,Noload,Healthy,0,No action,No issue,0,0,2024-02-16,2024-02-16
023.bmp,Noload,Healthy,0,No action,No issue,0,0,2024-02-29,2024-02-29
024.bmp,Noload,Healthy,0,No action,No issue,0,0,2024-03-11,2024-03-11
025.bmp,Noload,Healthy,0,No action,No issue,0,0,2024-01-17,2024-01-17
026.bmp,Noload,Healthy,0,No action,No issue,0,0,2024-02-02,2024-02-02
r030.bmp,Rotor-0,Rotor fault,0,Monitoring Only,Monitoring,0,0,2024-01-21,2024-01-21
r031.bmp,Rotor-0,Rotor fault,0,Monitoring Only,Monitoring,0,0,2024-03-21,2024-03-21
r032.bmp,Rotor-0,Rotor fault,0,Monitoring Only,Monitoring,0,0,2024-01-24,2024-01-24
r033.bmp,Rotor-0,Rotor fault,0,Monitoring Only,Monitoring,0,0,2024-02-06,2024-02-06
r034.bmp,Rotor-0,Rotor fault,0,Monitoring Only,Monitoring,0,0,2024-02-05,2024-02-05
r035.bmp,Rotor-0,Rotor fault,0,Monitoring Only,Monitoring,0,0,2024-02-18,2024-02-18
r036.bmp,Rotor-0,Rotor fault,0,Monitoring Only,Monitoring,0,0,2024-03-21,2024-03-21
r037.bmp,Rotor-0,Rotor fault,0,Monitoring Only,Monitoring,0,0,2024-01-31,2024-01-31
r038.bmp,Rotor-0,Rotor fault,0,Monitoring Only,Monitoring,0,0,2024-02-15,2024-02-15
r039.bmp,Rotor-0,Rotor fault,0,Monitoring Only,Monitoring,0,0,2024-03-05,2024-03-05
r040.bmp,Rotor-0,Rotor fault,0,Monitoring Only,Monitoring,0,0,2024-02-02,2024-02-02
r041.bmp,Rotor-0,Rotor fault,0,Monitoring Only,Monitoring,0,0,2024-02-25,2024-02-25
r042.bmp,Rotor-0,Rotor fault,0,Monitoring Only,Monitoring,0,0,2024-02-07,2024-02-07
r043.bmp,Rotor-0,Rotor fault,0,Monitoring Only,Monitoring,0,0,2024-03-04,2024-03-04
r044.bmp,Rotor-0,Rotor fault,0,Monitoring Only,Monitoring,0,0,2024-01-28,2024-01-28
r045.bmp,Rotor-0,Rotor fault,0,Monitoring Only,Monitoring,0,0,2024-01-04,2024-01-04
r046.bmp,Rotor-0,Rotor fault,0,Monitoring Only,Monitoring,0,0,2024-02-07,2024-02-07
r047.bmp,Rotor-0,Rotor fault,0,Monitoring Only,Monitoring,0,0,2024-03-20,2024-03-20
r048.bmp,Rotor-0,Rotor fault,0,Monitoring Only,Monitoring,0,0,2024-01-21,2024-01-21
r049.bmp,Rotor-0,Rotor fault,0,Monitoring Only,Monitoring,0,0,2024-03-03,2024-03-03
r050.bmp,Rotor-0,Rotor fault,0,Monitoring Only,Monitoring,0,0,2024-01-08,2024-01-08
r051.bmp,Rotor-0,Rotor fault,0,Monitoring Only,Monitoring,0,0,2024-04-03,2024-04-03
r052.bmp,Rotor-0,Rotor fault,0,Monitoring Only,Monitoring,0,0,2024-02-26,2024-02-26
r053.bmp,Rotor-0,Rotor fault,0,Monitoring Only,Monitoring,0,0,2024-01-15,2024-01-15
r054.bmp,Rotor-0,Rotor fault,0,Monitoring Only,Monitoring,0,0,2024-01-22,2024-01-22
r055.bmp,Rotor-0,Rotor fault,0,Monitoring Only,Monitoring,0,0,2024-01-27,2024-01-27
r056.bmp,Rotor-0,Rotor fault,0,Monitoring Only,Monitoring,0,0,2024-03-05,2024-03-05
r057.bmp,Rotor-0,Rotor fault,0,Monitoring Only,Monitoring,0,0,2024-01-18,2024-01-18
r058.bmp,Rotor-0,Rotor fault,0,Monitoring Only,Monitoring,0,0,2024-01-26,2024-01-26
r059.bmp,Rotor-0,Rotor fault,0,Monitoring Only,Monitoring,0,0,2024-04-09,2024-04-09
