Image_Name,Folder,Fault_Type,Severity,ActionTaken,ResolutionStatus,Cost,Downtime_Days,RepairStartDate,RepairEndDate
274.bmp,A50,Stator fault,50,Component Replacement,Resolved,6603,3,2024-04-05,2024-04-08
275.bmp,A50,Stator fault,50,Component Replacement,Resolved,4101,3,2024-04-02,2024-04-05
276.bmp,A50,Stator fault,50,Component Replacement,Resolved,5844,2,2024-01-23,2024-01-25
277.bmp,A50,Stator fault,50,Component Replacement,Resolved,5928,2,2024-03-08,2024-03-10
278.bmp,A50,Stator fault,50,Component Replacement,Resolved,3252,2,2024-01-23,2024-01-25
279.bmp,A50,Stator fault,50,Component Replacement,Resolved,3703,2,2024-02-23,2024-02-25
280.bmp,A50,Stator fault,50,Component Replacement,Resolved,3936,1,2024-02-19,2024-02-20
281.bmp,A50,Stator fault,50,Component Replacement,Resolved,3181,1,2024-01-03,2024-01-04
282.bmp,A50,Stator fault,50,Component Replacement,Resolved,5349,3,2024-02-04,2024-02-07
283.bmp,A50,Stator fault,50,Component Replacement,Resolved,5718,1,2024-01-14,2024-01-15
284.bmp,A50,Stator fault,50,Component Replacement,Resolved,5011,1,2024-01-20,2024-01-21
285.bmp,A50,Stator fault,50,Component Replacement,Resolved,6074,3,2024-01-10,2024-01-13
286.bmp,A50,Stator fault,50,Component Replacement,Resolved,5620,2,2024-02-10,2024-02-12
287.bmp,A50,Stator fault,50,Component Replacement,Resolved,7823,2,2024-02-25,2024-02-27
288.bmp,A50,Stator fault,50,Component Replacement,Resolved,3811,3,2024-01-04,2024-01-07
289.bmp,A50,Stator fault,50,Component Replacement,Resolved,3781,2,2024-02-22,2024-02-24
290.bmp,A50,Stator fault,50,Component Replacement,Resolved,7569,1,2024-02-16,2024-02-17
f068.bmp,Fan,Cooling fan fault,0,Monitoring Only,Monitoring,0,0,2024-04-09,2024-04-09
f069.bmp,Fan,Cooling fan fault,0,Monitoring Only,Monitoring,0,0,2024-03-04,2024-03-04
f070.bmp,Fan,Cooling fan fault,0,Monitoring Only,Monitoring,0,0,2024-02-04,2024-02-04
f071.bmp,Fan,Cooling fan fault,0,Monitoring Only,Monitoring,0,0,2024-01-22,2024-01-22
f072.bmp,Fan,Cooling fan fault,0,Monitoring Only,Monitoring,0,0,2024-01-27,2024-01-27
f073.bmp,Fan,Cooling fan fault,0,Monitoring Only,Monitoring,0,0,2024-03-29,2024-03-29
f074.bmp,Fan,Cooling fan fault,0,Monitoring Only,Monitoring,0,0,2024-01-19,2024-01-19
f075.bmp,Fan,Cooling fan fault,0,Monitoring Only,Monitoring,0,0,2024-02-28,2024-02-28
f076.bmp,Fan,Cooling fan fault,0,Monitoring Only,Monitoring,0,0,2024-01-20,2024-01-20
f077.bmp,Fan,Cooling fan fault,0,Monitoring Only,Monitoring,0,0,2024-02-15,2024-02-15
f078.bmp,Fan,Cooling fan fault,0,Monitoring Only,Monitoring,0,0,2024-02-15,2024-02-15
f079.bmp,Fan,Cooling fan fault,0,Monitoring Only,Monitoring,0,0,2024-01-07,2024-01-07
f080.bmp,Fan,Cooling fan fault,0,Monitoring Only,Monitoring,0,0,2024-03-04,2024-03-04
f081.bmp,Fan,Cooling fan fault,0,Monitoring Only,Monitoring,0,0,2024-02-06,2024-02-06
f082.bmp,Fan,Cooling fan fault,0,Monitoring Only,Monitoring,0,0,2024-04-09,2024-04-09
f083.bmp,Fan,Cooling fan fault,0,Monitoring Only,Monitoring,0,0,2024-04-05,2024-04-05
f084.bmp,Fan,Cooling fan fault,0,Monitoring Only,Monitoring,0,0,2024-03-28,2024-03-28
f085.bmp,Fan,Cooling fan fault,0,Monitoring Only,Monitoring,0,0,2024-01-13,2024-01-13
f086.bmp,Fan,Cooling fan fault,0,Monitoring Only,Monitoring,0,0,2024-01-01,2024-01-01
f087.bmp,Fan,Cooling fan fault,0,Monitoring Only,Monitoring,0,0,2024-04-08,2024-04-08
f088.bmp,Fan,Cooling fan fault,0,Monitoring Only,Monitoring,0,0,2024-04-05,2024-04-05
f089.bmp,Fan,Cooling fan fault,0,Monitoring Only,Monitoring,0,0,2024-01-22,2024-01-22
f090.bmp,Fan,Cooling fan fault,0,Monitoring Only,Monitoring,0,0,2024-04-05,2024-04-05
f091.bmp,Fan,Cooling fan fault,0,Monitoring Only,Monitoring,0,0,2024-03-06,2024-03-06
f092.bmp,Fan,Cooling fan fault,0,Monitoring Only,Monitoring,0,0,2024-02-01,2024-02-01
f093.bmp,Fan,Cooling fan fault,0,Monitoring Only,Monitoring,0,0,2024-01-02,2024-01-02
f094.bmp,Fan,Cooling fan fault,0,Monitoring Only,Monitoring,0,0,2024-03-14,2024-03-14
f095.bmp,Fan,Cooling fan fault,0,Monitoring Only,Monitoring,0,0,2024-01-23,2024-01-23
002.bmp,Noload,Healthy,0,No action,No issue,0,0,2024-02-08,2024-02-08
003.bmp,Noload,Healthy,0,No action,No issue,0,0,2024-02-11,2024-02-11
004.bmp,Noload,Healthy,0,No action,No issue,0,0,2024-03-02,2024-03-02
005.bmp,Noload,Healthy,0,No action,No issue,0,0,2024-02-20,2024-02-20
006.bmp,Noload,Healthy,0,No action,No issue,0,0,2024-03-21,2024-03-21
007.bmp,Noload,Healthy,0,No action,No issue,0,0,2024-01-23,2024-01-23
008.bmp,Noload,Healthy,0,No action,No issue,0,0,2024-04-08,2024-04-08
009.bmp,Noload,Healthy,0,No action,No issue,0,0,2024-01-04,2024-01-04
010.bmp,Noload,Healthy,0,No action,No issue,0,0,2024-01-18,2024-01-18
011.bmp,Noload,Healthy,0,No action,No issue,0,0,2024-03-17,2024-03-17
012.bmp,Noload,Healthy,0,No action,No issue,0,0,2024-02-09,2024-02-09
013.bmp,Noload,Healthy,0,No action,No issue,0,0,2024-03-26,2024-03-26
014.bmp,Noload,Healthy,0,No action,No issue,0,0,2024-02-09,2024-02-09
015.bmp,Noload,Healthy,0,No action,No issue,0,0,2024-02-08,2024-02-08
016.bmp,Noload,Healthy,0,No action,No issue,0,0,2024-03-17,2024-03-17
017.bmp,Noload,Healthy,0,No action,No issue,0,0,2024-01-04,2024-01-04
018.bmp,Noload,Healthy,0,No action,No issue,0,0,2024-04-10,2024-04-10
019.bmp,Noload,Healthy,0,No action,No issue,0,0,2024-03-12,2024-03-12
020.bmp,Noload,Healthy,0,No action,No issue,0,0,2024-03-13,2024-03-13
021.bmp,Noload,Healthy,0,No action,No issue,0,0,2024-01-26,2024-01-26
022.bmp,Noload,Healthy,0,No action,No issue,0,0,2024-02-06,2024-02-06
023.bmp,Noload,Healthy,0,No action,No issue,0,0,2024-01-19,2024-01-19
024.bmp,Noload,Healthy,0,No action,No issue,0,0,2024-03-26,2024-03-26
025.bmp,Noload,Healthy,0,No action,No issue,0,0,2024-01-24,2024-01-24
026.bmp,Noload,Healthy,0,No action,No issue,0,0,2024-02-21,2024-02-21
r030.bmp,Rotor-0,Rotor fault,0,Monitoring Only,Monitoring,0,0,2024-04-01,2024-04-01
r031.bmp,Rotor-0,Rotor fault,0,Monitoring Only,Monitoring,0,0,2024-01-30,2024-01-30
r032.bmp,Rotor-0,Rotor fault,0,Monitoring Only,Monitoring,0,0,2024-03-28,2024-03-28
r033.bmp,Rotor-0,Rotor fault,0,Monitoring Only,Monitoring,0,0,2024-02-14,2024-02-14
r034.bmp,Rotor-0,Rotor fault,0,Monitoring Only,Monitoring,0,0,2024-01-13,2024-01-13
r035.bmp,Rotor-0,Rotor fault,0,Monitoring Only,Monitoring,0,0,2024-01-01,2024-01-01
r036.bmp,Rotor-0,Rotor fault,0,Monitoring Only,Monitoring,0,0,2024-01-01,2024-01-01
r037.bmp,Rotor-0,Rotor fault,0,Monitoring Only,Monitoring,0,0,2024-03-20,2024-03-20
r038.bmp,Rotor-0,Rotor fault,0,Monitoring Only,Monitoring,0,0,2024-01-29,2024-01-29
r039.bmp,Rotor-0,Rotor fault,0,Monitoring Only,Monitoring,0,0,2024-03-07,2024-03-07
r040.bmp,Rotor-0,Rotor fault,0,Monitoring Only,Monitoring,0,0,2024-02-03,2024-02-03
r041.bmp,Rotor-0,Rotor fault,0,Monitoring Only,Monitoring,0,0,2024-02-11,2024-02-11
r042.bmp,Rotor-0,Rotor fault,0,Monitoring Only,Monitoring,0,0,2024-01-03,2024-01-03
r043.bmp,Rotor-0,Rotor fault,0,Monitoring Only,Monitoring,0,0,2024-04-01,2024-04-01
r044.bmp,Rotor-0,Rotor fault,0,Monitoring Only,Monitoring,0,0,2024-04-01,2024-04-01
r045.bmp,Rotor-0,Rotor fault,0,Monitoring Only,Monitoring,0,0,2024-01-27,2024-01-27
r046.bmp,Rotor-0,Rotor fault,0,Monitoring Only,Monitoring,0,0,2024-03-27,2024-03-27
r047.bmp,Rotor-0,Rotor fault,0,Monitoring Only,Monitoring,0,0,2024-01-19,2024-01-19
r048.bmp,Rotor-0,Rotor fault,0,Monitoring Only,Monitoring,0,0,2024-02-20,2024-02-20
r049.bmp,Rotor-0,Rotor fault,0,Monitoring Only,Monitoring,0,0,2024-02-01,2024-02-01
r050.bmp,Rotor-0,Rotor fault,0,Monitoring Only,Monitoring,0,0,2024-03-25,2024-03-25
r051.bmp,Rotor-0,Rotor fault,0,Monitoring Only,Monitoring,0,0,2024-03-26,2024-03-26
r052.bmp,Rotor-0,Rotor fault,0,Monitoring Only,Monitoring,0,0,2024-01-24,2024-01-24
r053.bmp,Rotor-0,Rotor fault,0,Monitoring Only,Monitoring,0,0,2024-01-02,2024-01-02
r054.bmp,Rotor-0,Rotor fault,0,Monitoring Only,Monitoring,0,0,2024-01-18,2024-01-18
r055.bmp,Rotor-0,Rotor fault,0,Monitoring Only,Monitoring,0,0,2024-02-07,2024-02-07
r056.bmp,Rotor-0,Rotor fault,0,Monitoring Only,Monitoring,0,0,2024-01-08,2024-01-08
r057.bmp,Rotor-0,Rotor fault,0,Monitoring Only,Monitoring,0,0,2024-02-21,2024-02-21
r058.bmp,Rotor-0,Rotor fault,0,Monitoring Only,Monitoring,0,0,2024-01-19,2024-01-19
r059.bmp,Rotor-0,Rotor fault,0,Monitoring Only,Monitoring,0,0,2024-01-24,2024-01-24
